id,time,x,y,z,tilt_fc,tilt_tw,z_smo,y_smo,t1,tVal,bin,windowSize,run_id,smo_prob,bin_hmm,run_idle_id,numbers,recipe_step
13385,88.157S,-0.01,0.96,-0.06,0.6,3.58,-0.06345527820503796,0.9560945701913113,1970-01-01T00:00:00Z,20,0,,30,3.2061577298985307e-4,Idle,633,2096,Idle 0
13386,88.16S,-0.01,0.96,-0.06,0,3.58,-0.06344953975845434,0.956090670531036,1970-01-01T00:00:00Z,20,0,,30,3.2073994074740164e-4,Idle,633,2096,Idle 0
13387,88.163S,-0.01,0.96,-0.06,0.6,4.76,-0.06344381995345272,0.9560868996302334,1970-01-01T00:00:00Z,20,0,,30,3.208608747993323e-4,Idle,633,2096,Idle 0
13388,88.166S,0,0.96,-0.06,0,3.58,-0.06343811881531916,0.9560832565658564,1970-01-01T00:00:00Z,20,0,,30,3.2097799070351896e-4,Idle,633,2096,Idle 0
13389,88.169S,0,0.96,-0.08,0.6,3.58,-0.06343243636933982,0.9560797404148575,1970-01-01T00:00:00Z,20,0,,30,3.2109116425963987e-4,Idle,633,2096,Idle 0
13390,88.172S,0,0.96,-0.08,0,4.76,-0.06342677264080082,0.9560763502541898,1970-01-01T00:00:00Z,20,0,,30,3.2120028087524244e-4,Idle,633,2096,Idle 0
13391,88.175S,0,0.96,-0.08,0,4.76,-0.06342112765498828,0.956073085160806,1970-01-01T00:00:00Z,20,0,,30,3.2130481458791005e-4,Idle,633,2096,Idle 0
13392,88.178S,0,0.96,-0.08,0,4.76,-0.06341550143718831,0.9560699442116586,1970-01-01T00:00:00Z,20,0,,30,3.214020742390434e-4,Idle,633,2096,Idle 0
13393,88.18S,0,0.96,-0.08,0,4.86,-0.0634117610644823,0.956067918758755,1970-01-01T00:00:00Z,20,0,,30,3.214784445498942e-4,Idle,633,2096,Idle 0
13394,88.183S,0,0.96,-0.08,0.6,3.58,-0.06340616618289467,0.9560649826654525,1970-01-01T00:00:00Z,20,0,,30,3.215691254145251e-4,Idle,633,2096,Idle 0
13395,88.186S,0,0.96,-0.08,0,4.76,-0.0634005901367493,0.9560621682549273,1970-01-01T00:00:00Z,20,0,,30,3.216601082718782e-4,Idle,633,2096,Idle 0
13396,88.189S,0,0.96,-0.08,0,3.04,-0.06339503295133231,0.9560594746041323,1970-01-01T00:00:00Z,20,0,,30,3.217508132246713e-4,Idle,633,2096,Idle 0
13397,88.193S,0,0.96,-0.08,0,4.76,-0.06338765275339146,0.9560560693228176,1970-01-01T00:00:00Z,20,0,,30,3.2185214357760225e-4,Idle,633,2096,Idle 0
13398,88.196S,0,0.96,-0.06,-1.19,4.76,-0.06338213967467556,0.9560536538550979,1970-01-01T00:00:00Z,20,0,,30,3.21934418486765e-4,Idle,633,2096,Idle 0
13399,88.199S,0,0.96,-0.08,0,2.98,-0.06337664554097508,0.9560513560702845,1970-01-01T00:00:00Z,20,0,,30,3.220099342000782e-4,Idle,633,2096,Idle 0
13400,88.202S,-0.01,0.96,-0.06,0.6,3.58,-0.06337117037757616,0.9560491750453296,1970-01-01T00:00:00Z,20,0,,30,3.220813096781831e-4,Idle,633,2096,Idle 0
13401,88.205S,-0.01,0.96,-0.06,0.6,4.76,-0.06336571420976493,0.9560471098571862,1970-01-01T00:00:00Z,20,0,,30,3.221498796316407e-4,Idle,633,2096,Idle 0
13402,88.208S,-0.01,0.96,-0.06,0.59,3.54,-0.0633602770628275,0.9560451595828074,1970-01-01T00:00:00Z,20,0,,30,3.2221993334534453e-4,Idle,633,2096,Idle 0
13403,88.211S,-0.01,0.96,-0.06,0.59,4.71,-0.06335485896205,0.9560433232991454,1970-01-01T00:00:00Z,20,0,,30,3.2231248368434133e-4,Idle,633,2096,Idle 0
13404,88.214S,-0.01,0.96,-0.06,1.79,3.58,-0.06334945993271854,0.9560416000831535,1970-01-01T00:00:00Z,20,0,,30,3.2253298556590015e-4,Idle,633,2096,Idle 0
13405,88.217S,-0.01,0.96,-0.06,0.6,3.58,-0.06334408000011925,0.9560399890117841,1970-01-01T00:00:00Z,20,0,,30,3.2341142335704713e-4,Idle,633,2096,Idle 0
13406,88.22S,-0.01,0.96,-0.06,0.6,3.58,-0.06333871918953826,0.9560384891619902,1970-01-01T00:00:00Z,20,0,,30,3.2761151899582874e-4,Idle,633,2096,Idle 0
13407,88.223S,0,0.96,-0.06,0,3.58,-0.0633333775262617,0.9560370996107245,1970-01-01T00:00:00Z,20,0,,30,3.485203321134644e-4,Idle,633,2096,Idle 0
13408,88.225S,0,0.96,-0.06,0,3.54,-0.06332982706728897,0.9560362340643482,1970-01-01T00:00:00Z,20,0,,30,4.5341148349170915e-4,Idle,633,2096,Idle 0
13409,88.228S,0,0.96,-0.06,0,4.76,-0.0633245173723778,0.9560350262927468,1970-01-01T00:00:00Z,20,0,,30,9.80384073250035e-4,Idle,633,2096,Idle 0
13410,88.231S,0,0.94,-0.06,0,3.65,-0.06331922689220074,0.9560339263582143,1970-01-01T00:00:00Z,20,0,,30,0.003628166752344867,Idle,633,2096,Idle 0
13411,88.235S,0,0.94,-0.06,0,3.65,-0.06331220285192204,0.9560326259299989,1970-01-01T00:00:00Z,20,0,,30,0.004930521404793869,Idle,633,2096,Idle 0
13412,88.238S,0,0.94,-0.06,0,3.65,-0.0633069573044594,0.9560317740256657,1970-01-01T00:00:00Z,20,0,,30,0.00492970623345382,Idle,633,2096,Idle 0
13413,88.241S,0,0.94,-0.06,0,3.65,-0.06330173105601791,0.9560310268815775,1970-01-01T00:00:00Z,20,0,,30,0.0036265123511698143,Idle,633,2096,Idle 0
13414,88.243S,0,0.96,-0.06,0.6,3.58,-0.06329825762455564,0.9560305865298289,1970-01-01T00:00:00Z,20,0,,30,9.80399065722909e-4,Idle,633,2096,Idle 0
13415,88.246S,0,0.96,-0.06,0.59,4.71,-0.06329306359734077,0.9560300119349324,1970-01-01T00:00:00Z,20,0,,30,4.5364512568537224e-4,Idle,633,2096,Idle 0
13416,88.249S,0,0.96,-0.06,0,4.76,-0.06328788893657673,0.9560295396388219,1970-01-01T00:00:00Z,20,0,,30,3.48790558628656e-4,Idle,633,2096,Idle 0
13417,88.252S,0,0.96,-0.08,0,3.65,-0.06328273366754963,0.9560291687184493,1970-01-01T00:00:00Z,20,0,,30,3.279244982248133e-4,Idle,633,2096,Idle 0
13418,88.255S,0,0.96,-0.08,0,3.58,-0.06327759781554558,0.956028898250768,1970-01-01T00:00:00Z,20,0,,30,3.2377669120633323e-4,Idle,633,2096,Idle 0
13419,88.258S,0,0.96,-0.06,0,4.76,-0.06327248140585069,0.9560287273127306,1970-01-01T00:00:00Z,20,0,,30,3.2295472787592e-4,Idle,633,2096,Idle 0
13420,88.261S,0,0.96,-0.06,0,5.36,-0.06326738446375113,0.95602865498129,1970-01-01T00:00:00Z,20,0,,30,3.2279234341940085e-4,Idle,633,2096,Idle 0
13421,88.264S,0,0.96,-0.06,0.6,3.58,-0.06326230701453298,0.9560286803333985,1970-01-01T00:00:00Z,20,0,,30,3.227587367645238e-4,Idle,633,2096,Idle 0
13422,88.267S,0,0.96,-0.06,-1.19,3.58,-0.06325724908348239,0.9560288024460093,1970-01-01T00:00:00Z,20,0,,30,3.227483129232572e-4,Idle,633,2096,Idle 0
13423,88.27S,0,0.96,-0.06,0.61,3.04,-0.06325221069588545,0.9560290203960754,1970-01-01T00:00:00Z,20,0,,30,3.2274038189815407e-4,Idle,633,2096,Idle 0
13424,88.272S,0,0.96,-0.06,0,3.04,-0.06324886264078206,0.9560292184833241,1970-01-01T00:00:00Z,20,0,,30,3.2273240234548695e-4,Idle,633,2096,Idle 0
13425,88.275S,0,0.96,-0.06,0,3.58,-0.0632438568817993,0.9560295941112655,1970-01-01T00:00:00Z,20,0,,30,3.2271957786088204e-4,Idle,633,2096,Idle 0
13426,88.279S,0,0.96,-0.06,0.6,3.58,-0.06323721304667791,0.9560302400405306,1970-01-01T00:00:00Z,20,0,,30,3.227002419056257e-4,Idle,633,2096,Idle 0
13427,88.282S,0,0.96,-0.06,0,3.58,-0.06323225308575689,0.9560308321099442,1970-01-01T00:00:00Z,20,0,,30,3.2268027159056205e-4,Idle,633,2096,Idle 0
13428,88.285S,0,0.96,-0.06,0.6,3.58,-0.06322731279472014,0.9560315154015767,1970-01-01T00:00:00Z,20,0,,30,3.2265780190225934e-4,Idle,633,2096,Idle 0
13429,88.288S,0,0.96,-0.06,0,3.58,-0.0632223921988538,0.9560322889923806,1970-01-01T00:00:00Z,20,0,,30,3.226325259735733e-4,Idle,633,2096,Idle 0
13430,88.291S,0,0.96,-0.06,0,3.58,-0.063217491323444,0.9560331519593092,1970-01-01T00:00:00Z,20,0,,30,3.2260460238323654e-4,Idle,633,2096,Idle 0
13431,88.294S,0,0.96,-0.06,0,3.58,-0.06321261019377684,0.9560341033793146,1970-01-01T00:00:00Z,20,0,,30,3.225750616201342e-4,Idle,633,2096,Idle 0
13432,88.296S,0,0.96,-0.06,0,3.58,-0.06320936708967605,0.9560347863440911,1970-01-01T00:00:00Z,20,0,,30,3.225490225570666e-4,Idle,633,2096,Idle 0
13433,88.299S,0,0.96,-0.06,0,3.58,-0.06320451892577135,0.9560358831346759,1970-01-01T00:00:00Z,20,0,,30,3.2251455837342604e-4,Idle,633,2096,Idle 0
13434,88.302S,0,0.96,-0.06,0.59,3.54,-0.06319969057503896,0.9560370659168789,1970-01-01T00:00:00Z,20,0,,30,3.2247618319439507e-4,Idle,633,2096,Idle 0
13435,88.305S,0,0.96,-0.06,0.61,3.65,-0.06319488206276502,0.9560383337676521,1970-01-01T00:00:00Z,20,0,,30,3.224348203638493e-4,Idle,633,2096,Idle 0
13436,88.308S,0,0.96,-0.06,0,4.76,-0.06319009341423562,0.956039685763949,1970-01-01T00:00:00Z,20,0,,30,3.223906709263672e-4,Idle,633,2096,Idle 0
13437,88.311S,0,0.96,-0.06,0,3.58,-0.06318532465473689,0.9560411209827223,1970-01-01T00:00:00Z,20,0,,30,3.223437531856958e-4,Idle,633,2096,Idle 0
13438,88.314S,0,0.96,-0.06,0,3.65,-0.06318057580955501,0.9560426385009242,1970-01-01T00:00:00Z,20,0,,30,3.222938524757847e-4,Idle,633,2096,Idle 0
13439,88.317S,0,0.96,-0.06,0,2.98,-0.063175846903976,0.9560442373955084,1970-01-01T00:00:00Z,20,0,,30,3.2223971873767136e-4,Idle,633,2096,Idle 0
13440,88.321S,0,0.96,-0.06,1.79,3.58,-0.06316957275740184,0.9560464942450458,1970-01-01T00:00:00Z,20,0,,30,3.221749221329468e-4,Idle,633,2096,Idle 0
13441,88.323S,0,0.96,-0.06,0,3.58,-0.06316644901277127,0.9560476756216324,1970-01-01T00:00:00Z,20,0,,30,3.221277124550922e-4,Idle,633,2096,Idle 0
13442,88.326S,0,0.96,-0.06,0.59,3.54,-0.06316178007771776,0.9560495131070783,1970-01-01T00:00:00Z,20,0,,30,3.220699080125185e-4,Idle,633,2096,Idle 0
13443,88.329S,0,0.96,-0.06,0,4.71,-0.06315713118341168,0.956051428276717,1970-01-01T00:00:00Z,20,0,,30,3.2200800912903573e-4,Idle,633,2096,Idle 0
13444,88.332S,0,0.96,-0.06,0,3.65,-0.06315250235513914,0.9560534202075015,1970-01-01T00:00:00Z,20,0,,30,3.2194333650284663e-4,Idle,633,2096,Idle 0
13445,88.335S,0,0.96,-0.06,0,4.76,-0.06314789361818623,0.9560554879763842,1970-01-01T00:00:00Z,20,0,,30,3.218761814539584e-4,Idle,633,2096,Idle 0
13446,88.338S,0,0.96,-0.06,0,3.65,-0.06314330499783913,0.9560576306603182,1970-01-01T00:00:00Z,20,0,,30,3.2180663352213406e-4,Idle,633,2096,Idle 0
13447,88.341S,-0.01,0.96,-0.06,0.6,2.98,-0.06313873651938394,0.9560598473362564,1970-01-01T00:00:00Z,20,0,,30,3.2173475639260817e-4,Idle,633,2096,Idle 0
13448,88.344S,-0.01,0.96,-0.06,0.6,4.76,-0.06313418820810672,0.9560621370811506,1970-01-01T00:00:00Z,20,0,,30,3.216606801046058e-4,Idle,633,2096,Idle 0
13449,88.347S,-0.01,0.96,-0.06,0.6,3.58,-0.06312966008929372,0.9560644989719552,1970-01-01T00:00:00Z,20,0,,30,3.2158490755831813e-4,Idle,633,2096,Idle 0
13450,88.35S,-0.01,0.96,-0.06,0,4.76,-0.06312515218823093,0.9560669320856215,1970-01-01T00:00:00Z,20,0,,30,3.2150982662828523e-4,Idle,633,2096,Idle 0
13451,88.352S,-0.01,0.96,-0.06,0.6,3.58,-0.0631221581654262,0.9560685932738302,1970-01-01T00:00:00Z,20,0,,30,3.2144731966271713e-4,Idle,633,2096,Idle 0
13452,88.355S,-0.01,0.96,-0.06,0.59,3.54,-0.06311768401680527,0.9560711430410515,1970-01-01T00:00:00Z,20,0,,30,3.213690050760496e-4,Idle,633,2096,Idle 0
13453,88.358S,-0.01,0.96,-0.06,0,2.98,-0.06311323015336427,0.9560737615696754,1970-01-01T00:00:00Z,20,0,,30,3.2128814947129366e-4,Idle,633,2096,Idle 0
13454,88.361S,0,0.96,-0.06,0.6,4.76,-0.0631087966003893,0.956076447936655,1970-01-01T00:00:00Z,20,0,,30,3.212167572604444e-4,Idle,633,2096,Idle 0
13455,88.365S,0,0.96,-0.06,0,4.76,-0.06310291683418545,0.9560801336902357,1970-01-01T00:00:00Z,20,0,,30,3.212043154574246e-4,Idle,633,2096,Idle 0
13456,88.368S,0,0.96,-0.06,0,3.58,-0.06309853077063286,0.9560829747570841,1970-01-01T00:00:00Z,20,0,,30,3.2159525775396735e-4,Idle,633,2096,Idle 0
13457,88.371S,0,0.96,-0.06,0.6,3.58,-0.06309416510183341,0.9560858805854644,1970-01-01T00:00:00Z,20,0,,30,3.239523563047056e-4,Idle,633,2096,Idle 0
13458,88.374S,0,0.96,-0.06,0,3.58,-0.06308981985307321,0.956088850252329,1970-01-01T00:00:00Z,20,0,,30,3.3621646989364496e-4,Idle,633,2096,Idle 0
13459,88.377S,0,0.96,-0.06,-1.22,4.86,-0.06308549504963838,0.956091882834631,1970-01-01T00:00:00Z,20,0,,30,3.9844960480481755e-4,Idle,633,2096,Idle 0
13460,88.38S,0,0.96,-0.08,0,3.08,-0.06308119071681506,0.9560949774093229,1970-01-01T00:00:00Z,20,0,,30,7.127501176641336e-4,Idle,633,2096,Idle 0
13461,88.382S,0,0.94,-0.08,0,4.76,-0.06307833254664841,0.9560970744435086,1970-01-01T00:00:00Z,20,0,,30,0.002298833323193905,Idle,633,2096,Idle 0
13462,88.385S,0,0.94,-0.06,0,4.76,-0.06307406238770227,0.9561002702876343,1970-01-01T00:00:00Z,20,0,,30,0.002299401928040252,Idle,633,2096,Idle 0
13463,88.388S,0,0.96,-0.06,0,3.65,-0.06306981276679732,0.9561035256626913,1970-01-01T00:00:00Z,20,0,,30,7.123373583088113e-4,Idle,633,2096,Idle 0
13464,88.391S,0,0.96,-0.06,0,3.65,-0.06306558370921962,0.9561068396456315,1970-01-01T00:00:00Z,20,0,,30,3.97857520450104e-4,Idle,633,2096,Idle 0
13465,88.394S,-0.01,0.96,-0.06,0.6,3.58,-0.06306137524025533,0.956110211313408,1970-01-01T00:00:00Z,20,0,,30,3.354867718214969e-4,Idle,633,2096,Idle 0
13466,88.397S,-0.01,0.96,-0.06,0.59,3.54,-0.06305718738519056,0.9561136397429737,1970-01-01T00:00:00Z,20,0,,30,3.230486049888151e-4,Idle,633,2096,Idle 0
13467,88.4S,-0.01,0.96,-0.06,0.6,3.58,-0.06305302016931144,0.9561171240112811,1970-01-01T00:00:00Z,20,0,,30,3.204960439956278e-4,Idle,633,2096,Idle 0
13468,88.403S,-0.01,0.96,-0.06,0,3.65,-0.06304887361790408,0.9561206631952831,1970-01-01T00:00:00Z,20,0,,30,3.198953749936976e-4,Idle,633,2096,Idle 0
13469,88.407S,-0.01,0.96,-0.06,1.79,4.76,-0.06304337707113256,0.9561254659363096,1970-01-01T00:00:00Z,20,0,,30,3.1965991206061326e-4,Idle,633,2096,Idle 0
13470,88.41S,-0.01,0.96,-0.06,0.6,3.58,-0.06303927883516092,0.9561291296673045,1970-01-01T00:00:00Z,20,0,,30,3.195198672765672e-4,Idle,633,2096,Idle 0
13471,88.413S,-0.01,0.96,-0.06,0.6,3.58,-0.06303520134794811,0.9561328452371698,1970-01-01T00:00:00Z,20,0,,30,3.1939753660475257e-4,Idle,633,2096,Idle 0
13472,88.416S,-0.01,0.96,-0.06,0.6,3.58,-0.06303114463478027,0.9561366117228584,1970-01-01T00:00:00Z,20,0,,30,3.192777084802651e-4,Idle,633,2096,Idle 0
13473,88.419S,-0.01,0.96,-0.06,0.6,4.76,-0.06302710872094354,0.9561404282013232,1970-01-01T00:00:00Z,20,0,,30,3.1915807352800573e-4,Idle,633,2096,Idle 0
13474,88.422S,-0.01,0.96,-0.06,0,3.69,-0.06302309363172397,0.9561442937495169,1970-01-01T00:00:00Z,20,0,,30,3.190415997424179e-4,Idle,633,2096,Idle 0
13475,88.424S,0,0.96,-0.06,0,3.65,-0.06302042848729636,0.9561468975867805,1970-01-01T00:00:00Z,20,0,,30,3.1894609682403514e-4,Idle,633,2096,Idle 0
13476,88.427S,0,0.96,-0.06,0.6,3.58,-0.06301644816196357,0.9561508428666396,1970-01-01T00:00:00Z,20,0,,30,3.1882770674459995e-4,Idle,633,2096,Idle 0
13477,88.43S,0,0.96,-0.06,0,3.58,-0.06301248872867762,0.9561548347547681,1970-01-01T00:00:00Z,20,0,,30,3.1870530796799623e-4,Idle,633,2096,Idle 0
13478,88.433S,0,0.96,-0.06,0,4.76,-0.06300855021272467,0.9561588723281191,1970-01-01T00:00:00Z,20,0,,30,3.185889522286196e-4,Idle,633,2096,Idle 0
13479,88.436S,0,0.96,-0.06,0,4.86,-0.06300463263939085,0.9561629546636453,1970-01-01T00:00:00Z,20,0,,30,3.1851254860324184e-4,Idle,633,2096,Idle 0
13480,88.439S,0,0.96,-0.08,0.6,3.58,-0.06300073603396228,0.9561670808382992,1970-01-01T00:00:00Z,20,0,,30,3.186444927697722e-4,Idle,633,2096,Idle 0
13481,88.442S,0,0.96,-0.06,0.6,3.58,-0.06299686042172505,0.956171249929034,1970-01-01T00:00:00Z,20,0,,30,3.198377517313547e-4,Idle,633,2096,Idle 0
13482,88.445S,0,0.96,-0.06,0,4.76,-0.06299300582796531,0.9561754610128022,1970-01-01T00:00:00Z,20,0,,30,3.264177910566101e-4,Idle,633,2096,Idle 0
13483,88.448S,0,0.96,-0.06,0,3.65,-0.06298917227796916,0.9561797131665566,1970-01-01T00:00:00Z,20,0,,30,3.60326708772009e-4,Idle,633,2096,Idle 0
13484,88.451S,0,0.96,-0.06,0,3.65,-0.06298535979702276,0.9561840054672501,1970-01-01T00:00:00Z,20,0,,30,5.329036859281822e-4,Idle,633,2096,Idle 0
13485,88.454S,0,0.94,-0.06,0,3.58,-0.06298156841041216,0.9561883369918353,1970-01-01T00:00:00Z,20,0,,30,0.001409269456906977,Idle,633,2096,Idle 0
13486,88.457S,0,0.96,-0.06,0,4.76,-0.06297779814342358,0.9561927068172651,1970-01-01T00:00:00Z,20,0,,30,5.324811042203715e-4,Idle,633,2096,Idle 0
13487,88.46S,0,0.96,-0.06,0,3.65,-0.06297404902134307,0.9561971140204922,1970-01-01T00:00:00Z,20,0,,30,3.597036271923415e-4,Idle,633,2096,Idle 0
13488,88.463S,0,0.96,-0.06,0,3.58,-0.06297032106945678,0.9562015576784691,1970-01-01T00:00:00Z,20,0,,30,3.2558308583418904e-4,Idle,633,2096,Idle 0
13489,88.465S,0,0.96,-0.06,0,3.58,-0.06296784754190525,0.9562045399139341,1970-01-01T00:00:00Z,20,0,,30,3.1878604968768083e-4,Idle,633,2096,Idle 0
13490,88.468S,0,0.96,-0.06,0.6,4.76,-0.06296415492986737,0.9562090422786121,1970-01-01T00:00:00Z,20,0,,30,3.173367324742808e-4,Idle,633,2096,Idle 0
13491,88.471S,0,0.96,-0.06,0,3.58,-0.06296048355545339,0.9562135786365809,1970-01-01T00:00:00Z,20,0,,30,3.169391546603715e-4,Idle,633,2096,Idle 0
13492,88.474S,0,0.96,-0.06,0,3.04,-0.0629568334439494,0.9562181480647933,1970-01-01T00:00:00Z,20,0,,30,3.1674785456951783e-4,Idle,633,2096,Idle 0
13493,88.477S,0,0.96,-0.06,0,3.58,-0.06295320462064152,0.9562227496402022,1970-01-01T00:00:00Z,20,0,,30,3.165965126668536e-4,Idle,633,2096,Idle 0
13494,88.48S,0,0.96,-0.08,0.6,4.76,-0.0629495971108159,0.9562273824397601,1970-01-01T00:00:00Z,20,0,,30,3.1645244115715947e-4,Idle,633,2096,Idle 0
13495,88.483S,0,0.96,-0.08,0,4.76,-0.06294601093975864,0.9562320455404201,1970-01-01T00:00:00Z,20,0,,30,3.1630923851116093e-4,Idle,633,2096,Idle 0
13496,88.486S,0,0.96,-0.08,0,4.76,-0.06294244613275587,0.9562367380191347,1970-01-01T00:00:00Z,20,0,,30,3.161656722546679e-4,Idle,633,2096,Idle 0
13497,88.489S,0,0.96,-0.06,0.6,3.58,-0.06293890271509374,0.9562414589528568,1970-01-01T00:00:00Z,20,0,,30,3.160215260065256e-4,Idle,633,2096,Idle 0
13498,88.492S,0,0.96,-0.06,0,3.54,-0.06293538071205831,0.9562462074185392,1970-01-01T00:00:00Z,20,0,,30,3.1587678313180776e-4,Idle,633,2096,Idle 0
13499,88.495S,0,0.96,-0.06,0,3.58,-0.06293188014893573,0.9562509824931344,1970-01-01T00:00:00Z,20,0,,30,3.157314670474938e-4,Idle,633,2096,Idle 0
13500,88.498S,0,0.96,-0.06,0.59,3.54,-0.06292840105101215,0.9562557832535957,1970-01-01T00:00:00Z,20,0,,30,3.155856137040577e-4,Idle,633,2096,Idle 0
13501,88.501S,0,0.96,-0.06,0,4.76,-0.06292494344357367,0.9562606087768755,1970-01-01T00:00:00Z,20,0,,30,3.154392858716269e-4,Idle,633,2096,Idle 0
13502,88.504S,0,0.96,-0.06,0,3.04,-0.06292150735190642,0.9562654581399266,1970-01-01T00:00:00Z,20,0,,30,3.1529267641822395e-4,Idle,633,2096,Idle 0
13503,88.507S,0,0.96,-0.08,0,4.76,-0.06291809280129651,0.9562703304197018,1970-01-01T00:00:00Z,20,0,,30,3.1514664136586697e-4,Idle,633,2096,Idle 0
13504,88.51S,0,0.96,-0.08,0,3.58,-0.06291469981703007,0.9562752246931538,1970-01-01T00:00:00Z,20,0,,30,3.150054223757914e-4,Idle,633,2096,Idle 0
13505,88.512S,0,0.96,-0.08,0,4.86,-0.06291244982130803,0.9562784993050059,1970-01-01T00:00:00Z,20,0,,30,3.148905499450803e-4,Idle,633,2096,Idle 0
13506,88.515S,0,0.96,-0.08,0.6,4.76,-0.06290909283713876,0.95628342818337,1970-01-01T00:00:00Z,20,0,,30,3.1474867188209516e-4,Idle,633,2096,Idle 0
13507,88.518S,-0.01,0.96,-0.08,0,4.76,-0.06290575748674263,0.9562883765939519,1970-01-01T00:00:00Z,20,0,,30,3.1460123803800155e-4,Idle,633,2096,Idle 0
13508,88.521S,-0.01,0.96,-0.08,0.6,4.76,-0.06290244379540573,0.9562933436137041,1970-01-01T00:00:00Z,20,0,,30,3.144524746449456e-4,Idle,633,2096,Idle 0
13509,88.524S,-0.01,0.96,-0.08,0.6,3.58,-0.06289915178841422,0.9562983283195796,1970-01-01T00:00:00Z,20,0,,30,3.143032362281615e-4,Idle,633,2096,Idle 0
13510,88.527S,-0.01,0.96,-0.06,0.59,4.71,-0.06289588149105421,0.956303329788531,1970-01-01T00:00:00Z,20,0,,30,3.1415372859655306e-4,Idle,633,2096,Idle 0
13511,88.53S,-0.01,0.96,-0.06,0,3.58,-0.06289263292861182,0.9563083470975111,1970-01-01T00:00:00Z,20,0,,30,3.14004090214635e-4,Idle,633,2096,Idle 0
13512,88.534S,0,0.96,-0.06,0,3.65,-0.06288833536559821,0.9563150598874725,1970-01-01T00:00:00Z,20,0,,30,3.138547522226829e-4,Idle,633,2096,Idle 0
13513,88.537S,0,0.96,-0.06,0.6,3.58,-0.06288513761629852,0.9563201105668916,1970-01-01T00:00:00Z,20,0,,30,3.138735106253377e-4,Idle,633,2096,Idle 0
13514,88.54S,0,0.96,-0.06,0,4.76,-0.06288196168620351,0.9563251740095151,1970-01-01T00:00:00Z,20,0,,30,3.146203970243679e-4,Idle,633,2096,Idle 0
13515,88.543S,0,0.96,-0.06,0.6,3.58,-0.06287880760059932,0.9563302492922963,1970-01-01T00:00:00Z,20,0,,30,3.1907117086889844e-4,Idle,633,2096,Idle 0
13516,88.545S,0,0.96,-0.06,0,4.76,-0.06287671702517841,0.9563336389361898,1970-01-01T00:00:00Z,20,0,,30,3.424943275315804e-4,Idle,633,2096,Idle 0
13517,88.548S,0,0.96,-0.06,0,3.65,-0.06287359940325031,0.9563387319013505,1970-01-01T00:00:00Z,20,0,,30,4.6297471723676364e-4,Idle,633,2096,Idle 0
13518,88.551S,0,0.96,-0.06,0,3.58,-0.0628705036932427,0.9563438342452094,1970-01-01T00:00:00Z,20,0,,30,0.0010811350186401296,Idle,633,2096,Idle 0
13519,88.554S,0,0.94,-0.06,0,4.76,-0.06286742992044167,0.9563489450447192,1970-01-01T00:00:00Z,20,0,,30,0.004251411448605661,Idle,633,2096,Idle 0
13520,88.557S,0,0.94,-0.06,0,3.65,-0.06286437811013337,0.9563540633768328,1970-01-01T00:00:00Z,20,0,,30,0.005830960346469389,Idle,633,2096,Idle 0
13521,88.56S,0,0.94,-0.06,0,3.65,-0.06286134828760391,0.9563591883185028,1970-01-01T00:00:00Z,20,0,,30,0.0058358541867068875,Idle,633,2096,Idle 0
13522,88.562S,0,0.94,-0.06,0,3.65,-0.06285934063383729,0.9563626081624327,1970-01-01T00:00:00Z,20,0,,30,0.0042606772309848155,Idle,633,2096,Idle 0
13523,88.565S,0,0.96,-0.06,0,3.54,-0.06285634751379729,0.9563677420688139,1970-01-01T00:00:00Z,20,0,,30,0.001081043021934205,Idle,633,2096,Idle 0
13524,88.568S,0,0.96,-0.06,-1.19,3.58,-0.0628533764489658,0.9563728801232926,1970-01-01T00:00:00Z,20,0,,30,4.6176369054865907e-4,Idle,633,2096,Idle 0
13525,88.571S,0,0.96,-0.06,0,3.58,-0.06285042746462893,0.9563780214028208,1970-01-01T00:00:00Z,20,0,,30,3.4114047807693815e-4,Idle,633,2096,Idle 0
13526,88.574S,0,0.96,-0.06,0,3.65,-0.0628475005860728,0.9563831649843522,1970-01-01T00:00:00Z,20,0,,30,3.178047978082622e-4,Idle,633,2096,Idle 0
13527,88.578S,0,0.96,-0.06,0.59,3.54,-0.06284363251180577,0.9563900250785633,1970-01-01T00:00:00Z,20,0,,30,3.144736086608749e-4,Idle,633,2096,Idle 0
13528,88.581S,0,0.96,-0.06,0,3.58,-0.06284075731173967,0.9563951704418064,1970-01-01T00:00:00Z,20,0,,30,3.2070581285486844e-4,Idle,633,2096,Idle 0
13529,88.584S,0,0.96,-0.06,0,4.76,-0.06283790430174138,0.9564003150302278,1970-01-01T00:00:00Z,20,0,,30,3.5780800575206434e-4,Idle,633,2096,Idle 0
13530,88.587S,0,0.96,-0.06,0.6,3.58,-0.06283507350709705,0.9564054579207808,1970-01-01T00:00:00Z,20,0,,30,5.502082012426496e-4,Idle,633,2096,Idle 0
13531,88.589S,0,0.96,-0.06,0,4.76,-0.06283319866501777,0.9564088851153966,1970-01-01T00:00:00Z,20,0,,30,0.0015413739120005514,Idle,633,2096,Idle 0
13532,88.592S,0,0.94,-0.06,0,3.04,-0.06283040495215474,0.9564140231249525,1970-01-01T00:00:00Z,20,0,,30,0.006644986271237122,Idle,633,2096,Idle 0
